# temperature,rainfall,humidity,yield_of_corp
43,48,73,59.0
76,36,60,60.0
38,65,32,40.4
83,26,40,50.1
48,55,41,45.9
73,61,54,61.1
23,65,33,36.4
97,28,67,68.2
72,75,76,74.6
68,43,33,45.5
36,69,41,45.1
99,32,48,60.1
40,97,94,78.4
58,41,49,50.1
98,81,93,92.1
70,81,86,80.2
68,58,60,62.0
66,44,21,39.1
55,71,24,42.7
72,35,61,59.1
86,58,66,70.4
87,72,34,57.5
80,100,69,78.5
43,57,61,54.8
87,39,75,71.4
78,43,67,65.5
48,88,88,76.0
97,34,29,50.4
22,28,44,34.2
20,41,28,28.2
57,95,31,51.6
97,48,57,67.2
30,86,22,37.2
83,95,47,67.4
56,47,39,45.7
37,89,98,77.9
72,85,50,63.6
65,59,95,78.8
21,90,99,73.8
75,76,99,87.2
79,39,66,64.5
93,82,92,90.3
79,56,97,83.4
69,30,53,53.2
46,100,43,55.3
97,58,97,89.2
89,40,44,56.7
86,77,77,79.7
55,66,56,57.7
24,78,87,66.3
23,93,60,55.5
41,62,86,67.7
60,80,73,70.5
21,96,72,61.5
21,33,92,58.9
55,59,97,76.8
94,87,77,84.1
96,74,59,73.1
73,90,64,71.9
32,70,94,70.6
67,25,43,46.6
69,23,57,53.8
22,27,28,26.0
20,33,80,52.6
40,43,75,58.1
35,91,56,56.7
73,43,88,74.5
79,90,84,83.7
98,37,64,68.8
80,80,23,51.5
65,31,20,35.7
71,45,60,60.3
56,61,49,53.5
95,65,66,74.5
71,81,36,55.5
65,44,100,78.3
31,38,21,27.4
99,99,70,84.5
71,62,66,66.7
94,32,90,79.6
47,23,24,30.7
75,86,59,69.2
74,88,96,87.8
46,39,99,71.1
98,94,60,78.2
54,55,46,50.2
24,52,23,29.1
22,71,76,58.8
70,37,58,57.4
71,43,62,60.9
40,47,76,59.4
40,78,41,48.1
68,82,68,70.8
86,34,86,75.6
98,52,74,76.8
30,86,96,74.2
72,42,34,47.0
80,100,54,71.0
27,72,82,63.5
85,30,46,54.5
34,64,59,52.5
50,52,61,55.9
79,20,69,62.2
20,64,64,50.8
37,73,69,60.2
71,84,44,60.1
76,69,44,58.6
88,85,76,81.4
31,35,60,46.3
50,26,98,69.2
51,84,31,47.6
84,52,92,81.6
32,39,81,57.9
87,24,54,57.9
24,100,77,65.7
20,80,81,62.5
37,80,90,72.1
74,98,100,91.8
24,54,22,29.0
90,89,43,66.3
93,43,44,58.5
84,36,64,64.4
91,77,82,83.7
67,60,45,54.6
26,47,72,53.2
83,86,42,63.1
31,78,39,44.4
66,34,71,62.1
29,85,44,47.7
52,100,71,71.1
39,69,47,49.0
71,42,41,50.2
49,42,40,43.1
37,35,72,54.1
95,100,37,67.0
100,25,50,60.0
84,46,64,66.4
80,71,70,73.2
38,99,96,79.2
65,70,35,51.0
94,64,46,64.0
87,70,74,77.1
78,87,96,88.8
51,94,69,68.6
22,58,46,41.2
32,34,35,33.9
94,57,65,72.1
72,65,34,51.6
28,29,24,26.2
73,40,79,69.4
57,98,61,67.2
81,64,49,61.6
23,38,40,34.5
51,66,33,45.0
43,71,21,37.6
70,93,68,73.6
41,35,36,37.3
25,46,86,59.7
43,81,35,46.6
28,90,85,68.9
35,58,94,69.1
55,35,70,58.5
84,80,71,76.7
35,81,92,72.7
65,71,59,63.2
38,91,60,59.6
37,48,30,35.7
23,62,69,53.8
37,43,26,32.7
100,36,38,56.2
89,61,69,73.4
69,94,100,89.5
67,93,71,74.2
40,73,42,47.6
71,78,57,65.4
95,68,35,59.6
75,100,75,80.0
24,41,97,63.9
46,99,32,49.6
71,26,91,72.0
61,42,74,63.7
81,53,86,77.9
30,37,98,65.4
50,38,92,68.6
35,83,37,45.6
36,32,54,44.2
64,44,29,42.5
62,49,67,61.9
98,98,78,88.0
56,57,35,45.7
31,91,23,39.0
74,26,92,73.4
54,25,57,49.7
52,39,20,33.4
85,84,29,56.8
83,91,59,72.6
42,23,34,34.2
50,51,66,58.2
24,81,56,51.4
49,66,41,48.4
64,91,65,69.9
45,77,34,45.9
76,79,93,85.1
77,42,58,60.5
72,69,35,52.9
92,63,60,70.2
32,88,30,42.2
67,57,42,52.5
73,60,78,72.9
64,94,57,66.5
82,44,35,50.9
31,64,29,36.6
70,48,52,56.6
92,36,20,44.8
43,24,68,51.7
23,88,63,56.0
51,66,69,63.0
49,90,47,56.2
80,72,98,87.4
27,58,60,49.7
99,62,58,71.1
70,71,91,80.7
92,39,76,73.4
